datetime,portfolio_value,cash,return
2023-06-23 09:30:00-04:00,100000.0,100000.0,
2023-06-24 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-26 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-27 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-28 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-29 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-30 09:30:00-04:00,99369.79873657227,150135.39901733398,-0.006302012634277321
2023-07-01 09:30:00-04:00,99369.79873657227,150135.39901733398,0.0
2023-07-03 09:30:00-04:00,99199.59747314453,150135.39901733398,-0.0017128067641450917
2023-07-04 09:30:00-04:00,99199.59747314453,150135.39901733398,0.0
2023-07-05 09:30:00-04:00,99315.7485961914,150135.39901733398,0.0011708830076484489
2023-07-06 09:30:00-04:00,99602.09747314453,150135.39901733398,0.0028832172238604237
2023-07-07 09:30:00-04:00,99692.94845581055,150135.39901733398,0.000912139251791455
2023-07-08 09:30:00-04:00,99692.94845581055,150135.39901733398,0.0
2023-07-10 09:30:00-04:00,99744.69985961914,150135.39901733398,0.0005191079671149623
2023-07-11 09:30:00-04:00,99483.64761352539,150135.39901733398,-0.0026172041869007012
2023-07-12 09:30:00-04:00,98800.54733276367,150135.39901733398,-0.006866457926989478
2023-07-13 09:30:00-04:00,98626.89971923828,150135.39901733398,-0.0017575572019914443
2023-07-14 09:30:00-04:00,98330.19775390625,150135.39901733398,-0.0030083269998008033
2023-07-15 09:30:00-04:00,98330.19775390625,150135.39901733398,0.0
2023-07-17 09:30:00-04:00,98485.44845581055,150135.39901733398,0.0015788710431849928
2023-07-18 09:30:00-04:00,98327.89901733398,150135.39901733398,-0.0015997230143827146
2023-07-19 09:30:00-04:00,97809.24789428711,150135.39901733398,-0.005274709703249614
2023-07-20 09:30:00-04:00,97905.84747314453,150135.39901733398,0.0009876323654163244
2023-07-21 09:30:00-04:00,97930.0,150135.39901733398,0.00024669136194432895
2023-07-22 09:30:00-04:00,97930.0,150135.39901733398,0.0
2023-07-24 09:30:00-04:00,97997.84957885742,150135.39901733398,0.0006928375253489882
2023-07-25 09:30:00-04:00,97934.59747314453,150135.39901733398,-0.0006454438131521245
2023-07-26 09:30:00-04:00,97871.34887695312,150135.39901733398,-0.0006458248445729842
2023-07-27 09:30:00-04:00,97348.10028076172,150135.39901733398,-0.005346289820213346
2023-07-28 09:30:00-04:00,97348.10028076172,97348.10028076172,0.0
2023-07-29 09:30:00-04:00,97348.10028076172,97348.10028076172,0.0
2023-07-31 09:30:00-04:00,97348.10028076172,97348.10028076172,0.0
2023-08-01 09:30:00-04:00,97348.10028076172,97348.10028076172,0.0
2023-08-02 09:30:00-04:00,97671.23910522461,146168.9891052246,0.003319415823533456
2023-08-03 09:30:00-04:00,98228.70819091797,146168.9891052246,0.0057076073857604825
2023-08-04 09:30:00-04:00,97941.94897460938,146168.9891052246,-0.0029193015116441012
2023-08-05 09:30:00-04:00,97941.94897460938,146168.9891052246,0.0
2023-08-07 09:30:00-04:00,98157.02001953125,146168.9891052246,0.0021959032587521854
2023-08-08 09:30:00-04:00,98224.43054199219,146168.9891052246,0.0006867621128627821
2023-08-09 09:30:00-04:00,98122.77923583984,146168.9891052246,-0.0010348882206946408
2023-08-10 09:30:00-04:00,98212.65884399414,146168.9891052246,0.000915991259667237
2023-08-11 09:30:00-04:00,98664.19897460938,146168.9891052246,0.004597575668249476
2023-08-12 09:30:00-04:00,98664.19897460938,219424.03930664062,0.0
2023-08-14 09:30:00-04:00,98465.63598632812,219424.03930664062,-0.0020125130528080293
2023-08-15 09:30:00-04:00,98038.60229492188,219424.03930664062,-0.00433688044695657
2023-08-16 09:30:00-04:00,99074.92163085938,219424.03930664062,0.010570523362012363
2023-08-17 09:30:00-04:00,99428.51831054688,219424.03930664062,0.00356898268368
2023-08-18 09:30:00-04:00,101547.40063476562,219424.03930664062,0.021310609473237818
2023-08-19 09:30:00-04:00,101547.40063476562,219424.03930664062,0.0
2023-08-21 09:30:00-04:00,100410.44262695312,219424.03930664062,-0.011196328027162195
2023-08-22 09:30:00-04:00,98511.95007324219,329249.0862426758,-0.018907321828709134
2023-08-23 09:30:00-04:00,99521.33624267578,329249.0862426758,0.010246332233633915
