time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-07-08 09:30:00-04:00,MLTrader,0ef35efac6ce4512b91e4a6c88554e74,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,0ef35efac6ce4512b91e4a6c88554e74,SPY,buy,market,fill,1,gtc,0.0,1,stock,387.2699890136719,129.0,0.0
2022-07-15 09:30:00-04:00,MLTrader,3583c89378ed447c8d870971c979ece0,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2022-07-15 09:30:00-04:00,MLTrader,49ffa04abcc54581abc91b7804788048,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-07-15 09:30:00-04:00,MLTrader,41f0fc49c27b4a4a8d82a1387f20f1e8,SPY,sell,market,new,1,day,0.0,1,stock,,,
2022-07-15 09:30:00-04:00,MLTrader,02882824464849e1bbee639333d2df3a,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-07-15 09:30:00-04:00,MLTrader,41f0fc49c27b4a4a8d82a1387f20f1e8,SPY,sell,market,fill,1,day,0.0,1,stock,382.54998779296875,129.0,0.0
2022-07-15 09:30:00-04:00,MLTrader,02882824464849e1bbee639333d2df3a,SPY,sell,market,fill,1,gtc,0.0,1,stock,382.54998779296875,65.0,0.0
2022-07-27 09:30:00-04:00,MLTrader,1e2f6e6b9a58425699b628be89c8b0be,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-27 09:30:00-04:00,MLTrader,d36b78c094d14a58830092de5a3119f8,SPY,buy,stop,fill,1,day,0.0,1,stock,401.6774871826172,65.0,0.0
2022-09-07 09:30:00-04:00,MLTrader,76878ef1c18b4095b05ae47d765c6038,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-07 09:30:00-04:00,MLTrader,76878ef1c18b4095b05ae47d765c6038,SPY,sell,market,fill,1,gtc,0.0,1,stock,390.42999267578125,126.0,0.0
2022-09-08 09:30:00-04:00,MLTrader,b07dade3a7af4240a3fd8b6b4b046949,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
